"","park","plot_name","year","network","x_coord","y_coord","cycle","guild","num.plot.spp","avg.quad.r","avg.cover","quad.freq","qpct.freq"
"1082","CHOH","CHOH-0271",2009,"NCRN",249000,4388750,1,"Herbaceous",5,1.66666666666667,16.9166666666667,8,66.6666666666667
"1083","CHOH","CHOH-0271",2009,"NCRN",249000,4388750,1,"Shrubs-Micro",1,0.166666666666667,NA,2,16.6666666666667
"1084","CHOH","CHOH-0271",2009,"NCRN",249000,4388750,1,"Shrubs-Quad",2,0.75,12.8333333333333,7,58.3333333333333
"1085","CHOH","CHOH-0271",2009,"NCRN",249000,4388750,1,"Trees",2,0,NA,0,0
"1086","CHOH","CHOH-0271",2017,"NCRN",249000,4388750,3,"Graminoids",1,1,65.9166666666667,12,100
"1087","CHOH","CHOH-0271",2017,"NCRN",249000,4388750,3,"Herbaceous",3,0.916666666666667,11.6666666666667,7,58.3333333333333
"1088","CHOH","CHOH-0271",2017,"NCRN",249000,4388750,3,"Shrubs-Micro",2,0.166666666666667,NA,2,16.6666666666667
"1089","CHOH","CHOH-0271",2017,"NCRN",249000,4388750,3,"Shrubs-Quad",2,0.833333333333333,5.41666666666667,8,66.6666666666667
"1090","CHOH","CHOH-0271",2017,"NCRN",249000,4388750,3,"Trees",2,0,NA,0,0
"1091","CHOH","CHOH-0281",2007,"NCRN",206750,4388500,1,"Graminoids",1,0.333333333333333,7.08333333333333,4,33.3333333333333
"1092","CHOH","CHOH-0281",2007,"NCRN",206750,4388500,1,"Herbaceous",3,1.58333333333333,18.0833333333333,12,100
"1093","CHOH","CHOH-0281",2007,"NCRN",206750,4388500,1,"Shrubs-Micro",0,0,NA,0,0
"1094","CHOH","CHOH-0281",2007,"NCRN",206750,4388500,1,"Shrubs-Quad",1,0.916666666666667,5.83333333333333,11,91.6666666666667
"1095","CHOH","CHOH-0281",2007,"NCRN",206750,4388500,1,"Trees",1,0,NA,0,0
"1096","CHOH","CHOH-0281",2015,"NCRN",206750,4388500,3,"Graminoids",1,0.25,11.3333333333333,3,25
"1097","CHOH","CHOH-0281",2015,"NCRN",206750,4388500,3,"Herbaceous",1,1,18.75,12,100
"1098","CHOH","CHOH-0281",2015,"NCRN",206750,4388500,3,"Shrubs-Micro",1,0.0833333333333333,NA,1,8.33333333333333
"1099","CHOH","CHOH-0281",2015,"NCRN",206750,4388500,3,"Shrubs-Quad",1,1,45.5,12,100
"1100","CHOH","CHOH-0281",2015,"NCRN",206750,4388500,3,"Trees",1,0.0833333333333333,NA,1,8.33333333333333
"1101","CHOH","CHOH-0281",2011,"NCRN",206750,4388500,2,"Graminoids",1,0.25,1.41666666666667,3,25
"1102","CHOH","CHOH-0281",2011,"NCRN",206750,4388500,2,"Herbaceous",2,1.16666666666667,59,12,100
"1103","CHOH","CHOH-0281",2011,"NCRN",206750,4388500,2,"Shrubs-Micro",1,0.0833333333333333,NA,1,8.33333333333333
"1104","CHOH","CHOH-0281",2011,"NCRN",206750,4388500,2,"Shrubs-Quad",1,0.916666666666667,11.6666666666667,11,91.6666666666667
"1105","CHOH","CHOH-0281",2011,"NCRN",206750,4388500,2,"Trees",1,0,NA,0,0
"1106","CHOH","CHOH-0380",2012,"NCRN",244000,4387750,2,"Graminoids",1,1,65.3333333333333,12,100
"1107","CHOH","CHOH-0380",2012,"NCRN",244000,4387750,2,"Herbaceous",3,1.25,4.08333333333333,10,83.3333333333333
"1108","CHOH","CHOH-0380",2012,"NCRN",244000,4387750,2,"Shrubs-Micro",0,0,NA,0,0
"1109","CHOH","CHOH-0380",2012,"NCRN",244000,4387750,2,"Shrubs-Quad",1,0.0833333333333333,0.0833333333333333,1,8.33333333333333
"1110","CHOH","CHOH-0380",2012,"NCRN",244000,4387750,2,"Trees",0,0,NA,0,0
"1111","CHOH","CHOH-0380",2008,"NCRN",244000,4387750,1,"Graminoids",1,1,54,12,100
"1112","CHOH","CHOH-0380",2008,"NCRN",244000,4387750,1,"Herbaceous",5,1.5,12.25,12,100
"1113","CHOH","CHOH-0380",2008,"NCRN",244000,4387750,1,"Shrubs-Micro",0,0,NA,0,0
"1114","CHOH","CHOH-0380",2008,"NCRN",244000,4387750,1,"Shrubs-Quad",1,0.0833333333333333,0.25,1,8.33333333333333
"1115","CHOH","CHOH-0380",2008,"NCRN",244000,4387750,1,"Trees",0,0,NA,0,0
"1116","CHOH","CHOH-0380",2016,"NCRN",244000,4387750,3,"Graminoids",1,1,65.5833333333333,12,100
"1117","CHOH","CHOH-0380",2016,"NCRN",244000,4387750,3,"Herbaceous",3,1.41666666666667,14.25,12,100
"1118","CHOH","CHOH-0380",2016,"NCRN",244000,4387750,3,"Shrubs-Micro",0,0,NA,0,0
"1119","CHOH","CHOH-0380",2016,"NCRN",244000,4387750,3,"Shrubs-Quad",2,0.166666666666667,1.58333333333333,2,16.6666666666667
"1120","CHOH","CHOH-0380",2016,"NCRN",244000,4387750,3,"Trees",0,0,NA,0,0
"1121","CHOH","CHOH-0403",2016,"NCRN",247000,4387500,3,"Graminoids",1,0.333333333333333,10.8333333333333,4,33.3333333333333
"1122","CHOH","CHOH-0403",2016,"NCRN",247000,4387500,3,"Herbaceous",6,2.08333333333333,33.75,11,91.6666666666667
"1123","CHOH","CHOH-0403",2016,"NCRN",247000,4387500,3,"Shrubs-Micro",1,0,NA,0,0
"1124","CHOH","CHOH-0403",2016,"NCRN",247000,4387500,3,"Shrubs-Quad",2,1.25,61.5,12,100
"1125","CHOH","CHOH-0403",2016,"NCRN",247000,4387500,3,"Trees",0,0,NA,0,0
"1126","CHOH","CHOH-0403",2008,"NCRN",247000,4387500,1,"Graminoids",1,0.833333333333333,41.9166666666667,10,83.3333333333333
"1127","CHOH","CHOH-0403",2008,"NCRN",247000,4387500,1,"Herbaceous",3,1.75,29.9166666666667,11,91.6666666666667
"1128","CHOH","CHOH-0403",2008,"NCRN",247000,4387500,1,"Shrubs-Micro",1,0,NA,0,0
"1129","CHOH","CHOH-0403",2008,"NCRN",247000,4387500,1,"Shrubs-Quad",2,0.916666666666667,4.25,9,75
"1130","CHOH","CHOH-0403",2008,"NCRN",247000,4387500,1,"Trees",1,0.0833333333333333,NA,1,8.33333333333333
"1131","CHOH","CHOH-0403",2012,"NCRN",247000,4387500,2,"Graminoids",1,0.666666666666667,31.5,8,66.6666666666667
"1132","CHOH","CHOH-0403",2012,"NCRN",247000,4387500,2,"Herbaceous",4,2.08333333333333,25.6666666666667,12,100
"1133","CHOH","CHOH-0403",2012,"NCRN",247000,4387500,2,"Shrubs-Micro",1,0,NA,0,0
"1134","CHOH","CHOH-0403",2012,"NCRN",247000,4387500,2,"Shrubs-Quad",2,1.25,32.75,11,91.6666666666667
"1135","CHOH","CHOH-0403",2012,"NCRN",247000,4387500,2,"Trees",0,0,NA,0,0
"1136","CHOH","CHOH-0440",2014,"NCRN",247500,4387000,2,"Graminoids",1,0.0833333333333333,0.166666666666667,1,8.33333333333333
"1137","CHOH","CHOH-0440",2014,"NCRN",247500,4387000,2,"Herbaceous",3,1.83333333333333,79.3333333333333,12,100
"1138","CHOH","CHOH-0440",2014,"NCRN",247500,4387000,2,"Shrubs-Micro",0,0,NA,0,0
"1139","CHOH","CHOH-0440",2014,"NCRN",247500,4387000,2,"Shrubs-Quad",1,0.833333333333333,28.8333333333333,10,83.3333333333333
"1140","CHOH","CHOH-0440",2014,"NCRN",247500,4387000,2,"Trees",0,0,NA,0,0
"1141","CHOH","CHOH-0440",2010,"NCRN",247500,4387000,1,"Graminoids",1,0.25,3.58333333333333,3,25
"1142","CHOH","CHOH-0440",2010,"NCRN",247500,4387000,1,"Herbaceous",2,1.41666666666667,83.1666666666667,12,100
"1143","CHOH","CHOH-0440",2010,"NCRN",247500,4387000,1,"Shrubs-Micro",0,0,NA,0,0
"1144","CHOH","CHOH-0440",2010,"NCRN",247500,4387000,1,"Shrubs-Quad",1,0.416666666666667,6.41666666666667,5,41.6666666666667
"1145","CHOH","CHOH-0440",2010,"NCRN",247500,4387000,1,"Trees",0,0,NA,0,0
"1146","CHOH","CHOH-0440",2018,"NCRN",247500,4387000,3,"Graminoids",0,0,0,0,0
"1147","CHOH","CHOH-0440",2018,"NCRN",247500,4387000,3,"Herbaceous",3,1.75,82.3333333333333,12,100
"1148","CHOH","CHOH-0440",2018,"NCRN",247500,4387000,3,"Shrubs-Micro",0,0,NA,0,0
"1149","CHOH","CHOH-0440",2018,"NCRN",247500,4387000,3,"Shrubs-Quad",1,1,15.0833333333333,12,100
"1150","CHOH","CHOH-0440",2018,"NCRN",247500,4387000,3,"Trees",0,0,NA,0,0
"1151","CHOH","CHOH-0443",2018,"NCRN",202750,4386750,3,"Graminoids",1,0.166666666666667,2.41666666666667,2,16.6666666666667
"1152","CHOH","CHOH-0443",2018,"NCRN",202750,4386750,3,"Herbaceous",1,0.25,0.25,3,25
"1153","CHOH","CHOH-0443",2018,"NCRN",202750,4386750,3,"Shrubs-Micro",0,0,NA,0,0
"1154","CHOH","CHOH-0443",2018,"NCRN",202750,4386750,3,"Shrubs-Quad",2,0.166666666666667,0.25,2,16.6666666666667
"1155","CHOH","CHOH-0443",2018,"NCRN",202750,4386750,3,"Trees",0,0,NA,0,0
"1156","CHOH","CHOH-0443",2010,"NCRN",202750,4386750,1,"Graminoids",0,0,0,0,0
"1157","CHOH","CHOH-0443",2010,"NCRN",202750,4386750,1,"Herbaceous",1,0.75,2.66666666666667,9,75
"1158","CHOH","CHOH-0443",2010,"NCRN",202750,4386750,1,"Shrubs-Micro",0,0,NA,0,0
"1159","CHOH","CHOH-0443",2010,"NCRN",202750,4386750,1,"Shrubs-Quad",1,0.0833333333333333,0.166666666666667,1,8.33333333333333
"1160","CHOH","CHOH-0443",2010,"NCRN",202750,4386750,1,"Trees",0,0,NA,0,0
"1161","CHOH","CHOH-0443",2014,"NCRN",202750,4386750,2,"Graminoids",1,0.25,1.33333333333333,3,25
"1162","CHOH","CHOH-0443",2014,"NCRN",202750,4386750,2,"Herbaceous",3,1.16666666666667,2.41666666666667,11,91.6666666666667
"1163","CHOH","CHOH-0443",2014,"NCRN",202750,4386750,2,"Shrubs-Micro",0,0,NA,0,0
"1164","CHOH","CHOH-0443",2014,"NCRN",202750,4386750,2,"Shrubs-Quad",2,0.166666666666667,0.5,2,16.6666666666667
"1165","CHOH","CHOH-0443",2014,"NCRN",202750,4386750,2,"Trees",0,0,NA,0,0
"1166","CHOH","CHOH-0488",2017,"NCRN",203000,4385250,3,"Graminoids",0,0,0,0,0
"1167","CHOH","CHOH-0488",2017,"NCRN",203000,4385250,3,"Herbaceous",0,0,0,0,0
"1168","CHOH","CHOH-0488",2017,"NCRN",203000,4385250,3,"Shrubs-Micro",0,0,NA,0,0
"1169","CHOH","CHOH-0488",2017,"NCRN",203000,4385250,3,"Shrubs-Quad",0,0,0,0,0
"1170","CHOH","CHOH-0488",2017,"NCRN",203000,4385250,3,"Trees",0,0,NA,0,0
"1171","CHOH","CHOH-0488",2009,"NCRN",203000,4385250,1,"Graminoids",0,0,0,0,0
"1172","CHOH","CHOH-0488",2009,"NCRN",203000,4385250,1,"Herbaceous",0,0,0,0,0
"1173","CHOH","CHOH-0488",2009,"NCRN",203000,4385250,1,"Shrubs-Micro",0,0,NA,0,0
"1174","CHOH","CHOH-0488",2009,"NCRN",203000,4385250,1,"Shrubs-Quad",0,0,0,0,0
"1175","CHOH","CHOH-0488",2009,"NCRN",203000,4385250,1,"Trees",0,0,NA,0,0
"1176","CHOH","CHOH-0488",2013,"NCRN",203000,4385250,2,"Graminoids",0,0,0,0,0
"1177","CHOH","CHOH-0488",2013,"NCRN",203000,4385250,2,"Herbaceous",0,0,0,0,0
"1178","CHOH","CHOH-0488",2013,"NCRN",203000,4385250,2,"Shrubs-Micro",0,0,NA,0,0
"1179","CHOH","CHOH-0488",2013,"NCRN",203000,4385250,2,"Shrubs-Quad",0,0,0,0,0
"1180","CHOH","CHOH-0488",2013,"NCRN",203000,4385250,2,"Trees",0,0,NA,0,0
"1181","CHOH","CHOH-0489",2015,"NCRN",203250,4385250,3,"Graminoids",0,0,0,0,0
"1182","CHOH","CHOH-0489",2015,"NCRN",203250,4385250,3,"Herbaceous",0,0,0,0,0
"1183","CHOH","CHOH-0489",2015,"NCRN",203250,4385250,3,"Shrubs-Micro",0,0,NA,0,0
"1184","CHOH","CHOH-0489",2015,"NCRN",203250,4385250,3,"Shrubs-Quad",0,0,0,0,0
"1185","CHOH","CHOH-0489",2015,"NCRN",203250,4385250,3,"Trees",0,0,NA,0,0
"1186","CHOH","CHOH-0489",2007,"NCRN",203250,4385250,1,"Graminoids",0,0,0,0,0
"1187","CHOH","CHOH-0489",2007,"NCRN",203250,4385250,1,"Herbaceous",0,0,0,0,0
"1188","CHOH","CHOH-0489",2007,"NCRN",203250,4385250,1,"Shrubs-Micro",0,0,NA,0,0
"1189","CHOH","CHOH-0489",2007,"NCRN",203250,4385250,1,"Shrubs-Quad",0,0,0,0,0
"1190","CHOH","CHOH-0489",2007,"NCRN",203250,4385250,1,"Trees",0,0,NA,0,0
"1191","CHOH","CHOH-0489",2011,"NCRN",203250,4385250,2,"Graminoids",0,0,0,0,0
"1192","CHOH","CHOH-0489",2011,"NCRN",203250,4385250,2,"Herbaceous",0,0,0,0,0
"1193","CHOH","CHOH-0489",2011,"NCRN",203250,4385250,2,"Shrubs-Micro",0,0,NA,0,0
"1194","CHOH","CHOH-0489",2011,"NCRN",203250,4385250,2,"Shrubs-Quad",0,0,0,0,0
"1195","CHOH","CHOH-0489",2011,"NCRN",203250,4385250,2,"Trees",0,0,NA,0,0
"1196","CHOH","CHOH-0539",2014,"NCRN",183500,4384000,2,"Graminoids",1,0.666666666666667,35.6666666666667,8,66.6666666666667
"1197","CHOH","CHOH-0539",2014,"NCRN",183500,4384000,2,"Herbaceous",4,1.58333333333333,21.4166666666667,12,100
"1198","CHOH","CHOH-0539",2014,"NCRN",183500,4384000,2,"Shrubs-Micro",0,0,NA,0,0
"1199","CHOH","CHOH-0539",2014,"NCRN",183500,4384000,2,"Shrubs-Quad",1,0.25,0.666666666666667,3,25
"1200","CHOH","CHOH-0539",2014,"NCRN",183500,4384000,2,"Trees",0,0,NA,0,0
"1201","CHOH","CHOH-0539",2010,"NCRN",183500,4384000,1,"Graminoids",1,0.75,48.5,9,75
"1202","CHOH","CHOH-0539",2010,"NCRN",183500,4384000,1,"Herbaceous",3,0.916666666666667,20.5833333333333,9,75
"1203","CHOH","CHOH-0539",2010,"NCRN",183500,4384000,1,"Shrubs-Micro",0,0,NA,0,0
"1204","CHOH","CHOH-0539",2010,"NCRN",183500,4384000,1,"Shrubs-Quad",1,0.25,0.916666666666667,3,25
"1205","CHOH","CHOH-0539",2010,"NCRN",183500,4384000,1,"Trees",0,0,NA,0,0
"1206","CHOH","CHOH-0539",2018,"NCRN",183500,4384000,3,"Graminoids",1,0.583333333333333,31.8333333333333,7,58.3333333333333
"1207","CHOH","CHOH-0539",2018,"NCRN",183500,4384000,3,"Herbaceous",4,1.5,53.5833333333333,12,100
"1208","CHOH","CHOH-0539",2018,"NCRN",183500,4384000,3,"Shrubs-Micro",0,0,NA,0,0
"1209","CHOH","CHOH-0539",2018,"NCRN",183500,4384000,3,"Shrubs-Quad",1,0.25,0.666666666666667,3,25
"1210","CHOH","CHOH-0539",2018,"NCRN",183500,4384000,3,"Trees",0,0,NA,0,0
"1211","CHOH","CHOH-0577",2014,"NCRN",202250,4383500,2,"Graminoids",0,0,0,0,0
"1212","CHOH","CHOH-0577",2014,"NCRN",202250,4383500,2,"Herbaceous",1,0.25,0.25,3,25
"1213","CHOH","CHOH-0577",2014,"NCRN",202250,4383500,2,"Shrubs-Micro",0,0,NA,0,0
"1214","CHOH","CHOH-0577",2014,"NCRN",202250,4383500,2,"Shrubs-Quad",0,0,0,0,0
"1215","CHOH","CHOH-0577",2014,"NCRN",202250,4383500,2,"Trees",1,0,NA,0,0
"1216","CHOH","CHOH-0577",2010,"NCRN",202250,4383500,1,"Graminoids",0,0,0,0,0
"1217","CHOH","CHOH-0577",2010,"NCRN",202250,4383500,1,"Herbaceous",0,0,0,0,0
"1218","CHOH","CHOH-0577",2010,"NCRN",202250,4383500,1,"Shrubs-Micro",0,0,NA,0,0
"1219","CHOH","CHOH-0577",2010,"NCRN",202250,4383500,1,"Shrubs-Quad",0,0,0,0,0
"1220","CHOH","CHOH-0577",2010,"NCRN",202250,4383500,1,"Trees",1,0,NA,0,0
"1221","CHOH","CHOH-0577",2018,"NCRN",202250,4383500,3,"Graminoids",1,0.0833333333333333,0.166666666666667,1,8.33333333333333
"1222","CHOH","CHOH-0577",2018,"NCRN",202250,4383500,3,"Herbaceous",1,0.25,1.91666666666667,3,25
"1223","CHOH","CHOH-0577",2018,"NCRN",202250,4383500,3,"Shrubs-Micro",0,0,NA,0,0
"1224","CHOH","CHOH-0577",2018,"NCRN",202250,4383500,3,"Shrubs-Quad",0,0,0,0,0
"1225","CHOH","CHOH-0577",2018,"NCRN",202250,4383500,3,"Trees",1,0,NA,0,0
"1226","CHOH","CHOH-0586",2008,"NCRN",185000,4383250,1,"Graminoids",1,0.833333333333333,53.5833333333333,10,83.3333333333333
"1227","CHOH","CHOH-0586",2008,"NCRN",185000,4383250,1,"Herbaceous",4,1,16.3333333333333,11,91.6666666666667
"1228","CHOH","CHOH-0586",2008,"NCRN",185000,4383250,1,"Shrubs-Micro",0,0,NA,0,0
"1229","CHOH","CHOH-0586",2008,"NCRN",185000,4383250,1,"Shrubs-Quad",1,0.166666666666667,2.08333333333333,2,16.6666666666667
"1230","CHOH","CHOH-0586",2008,"NCRN",185000,4383250,1,"Trees",1,0,NA,0,0
"1231","CHOH","CHOH-0586",2016,"NCRN",185000,4383250,3,"Graminoids",1,0.916666666666667,40.3333333333333,11,91.6666666666667
"1232","CHOH","CHOH-0586",2016,"NCRN",185000,4383250,3,"Herbaceous",4,1.5,22.5,11,91.6666666666667
"1233","CHOH","CHOH-0586",2016,"NCRN",185000,4383250,3,"Shrubs-Micro",0,0,NA,0,0
"1234","CHOH","CHOH-0586",2016,"NCRN",185000,4383250,3,"Shrubs-Quad",1,0.25,10.1666666666667,3,25
"1235","CHOH","CHOH-0586",2016,"NCRN",185000,4383250,3,"Trees",1,0,NA,0,0
"1236","CHOH","CHOH-0586",2012,"NCRN",185000,4383250,2,"Graminoids",1,0.833333333333333,40.75,10,83.3333333333333
"1237","CHOH","CHOH-0586",2012,"NCRN",185000,4383250,2,"Herbaceous",2,0.916666666666667,6.66666666666667,10,83.3333333333333
"1238","CHOH","CHOH-0586",2012,"NCRN",185000,4383250,2,"Shrubs-Micro",0,0,NA,0,0
"1239","CHOH","CHOH-0586",2012,"NCRN",185000,4383250,2,"Shrubs-Quad",1,0.25,4.66666666666667,3,25
"1240","CHOH","CHOH-0586",2012,"NCRN",185000,4383250,2,"Trees",1,0,NA,0,0
"1241","CHOH","CHOH-0679",2011,"NCRN",202250,4382500,2,"Graminoids",1,0.916666666666667,44.9166666666667,11,91.6666666666667
"1242","CHOH","CHOH-0679",2011,"NCRN",202250,4382500,2,"Herbaceous",2,1.33333333333333,24.3333333333333,12,100
"1243","CHOH","CHOH-0679",2011,"NCRN",202250,4382500,2,"Shrubs-Micro",0,0,NA,0,0
"1244","CHOH","CHOH-0679",2011,"NCRN",202250,4382500,2,"Shrubs-Quad",1,0.25,1.08333333333333,3,25
"1245","CHOH","CHOH-0679",2011,"NCRN",202250,4382500,2,"Trees",0,0,NA,0,0
"1246","CHOH","CHOH-0679",2007,"NCRN",202250,4382500,1,"Graminoids",1,1,39.1666666666667,12,100
"1247","CHOH","CHOH-0679",2007,"NCRN",202250,4382500,1,"Herbaceous",2,1.41666666666667,9.5,12,100
"1248","CHOH","CHOH-0679",2007,"NCRN",202250,4382500,1,"Shrubs-Micro",0,0,NA,0,0
"1249","CHOH","CHOH-0679",2007,"NCRN",202250,4382500,1,"Shrubs-Quad",1,0.416666666666667,1.66666666666667,5,41.6666666666667
"1250","CHOH","CHOH-0679",2007,"NCRN",202250,4382500,1,"Trees",0,0,NA,0,0
"1251","CHOH","CHOH-0679",2015,"NCRN",202250,4382500,3,"Graminoids",1,1,49,12,100
"1252","CHOH","CHOH-0679",2015,"NCRN",202250,4382500,3,"Herbaceous",2,1.5,30.25,11,91.6666666666667
"1253","CHOH","CHOH-0679",2015,"NCRN",202250,4382500,3,"Shrubs-Micro",0,0,NA,0,0
"1254","CHOH","CHOH-0679",2015,"NCRN",202250,4382500,3,"Shrubs-Quad",1,0.25,0.75,3,25
"1255","CHOH","CHOH-0679",2015,"NCRN",202250,4382500,3,"Trees",0,0,NA,0,0
"1256","CHOH","CHOH-0684",2009,"NCRN",203500,4382500,1,"Graminoids",1,0.333333333333333,8,4,33.3333333333333
"1257","CHOH","CHOH-0684",2009,"NCRN",203500,4382500,1,"Herbaceous",4,2,7.5,12,100
"1258","CHOH","CHOH-0684",2009,"NCRN",203500,4382500,1,"Shrubs-Micro",0,0,NA,0,0
"1259","CHOH","CHOH-0684",2009,"NCRN",203500,4382500,1,"Shrubs-Quad",0,0,0,0,0
"1260","CHOH","CHOH-0684",2009,"NCRN",203500,4382500,1,"Trees",1,0,NA,0,0
"1261","CHOH","CHOH-0684",2017,"NCRN",203500,4382500,3,"Graminoids",1,1,53,12,100
"1262","CHOH","CHOH-0684",2017,"NCRN",203500,4382500,3,"Herbaceous",5,1.66666666666667,9.5,9,75
"1263","CHOH","CHOH-0684",2017,"NCRN",203500,4382500,3,"Shrubs-Micro",0,0,NA,0,0
"1264","CHOH","CHOH-0684",2017,"NCRN",203500,4382500,3,"Shrubs-Quad",1,0.166666666666667,0.25,2,16.6666666666667
"1265","CHOH","CHOH-0684",2017,"NCRN",203500,4382500,3,"Trees",2,0.0833333333333333,NA,1,8.33333333333333
"1266","CHOH","CHOH-0684",2013,"NCRN",203500,4382500,2,"Graminoids",1,0.5,15.4166666666667,6,50
"1267","CHOH","CHOH-0684",2013,"NCRN",203500,4382500,2,"Herbaceous",5,1.58333333333333,10.25,9,75
"1268","CHOH","CHOH-0684",2013,"NCRN",203500,4382500,2,"Shrubs-Micro",0,0,NA,0,0
"1269","CHOH","CHOH-0684",2013,"NCRN",203500,4382500,2,"Shrubs-Quad",1,0.0833333333333333,0.166666666666667,1,8.33333333333333
"1270","CHOH","CHOH-0684",2013,"NCRN",203500,4382500,2,"Trees",2,0.0833333333333333,NA,1,8.33333333333333
"1271","CHOH","CHOH-0741",2013,"NCRN",202250,4381000,2,"Graminoids",1,0.916666666666667,39.4166666666667,11,91.6666666666667
"1272","CHOH","CHOH-0741",2013,"NCRN",202250,4381000,2,"Herbaceous",5,2.58333333333333,26.3333333333333,12,100
"1273","CHOH","CHOH-0741",2013,"NCRN",202250,4381000,2,"Shrubs-Micro",1,0.0833333333333333,NA,1,8.33333333333333
"1274","CHOH","CHOH-0741",2013,"NCRN",202250,4381000,2,"Shrubs-Quad",1,0.25,0.25,3,25
"1275","CHOH","CHOH-0741",2013,"NCRN",202250,4381000,2,"Trees",1,0,NA,0,0
"1276","CHOH","CHOH-0741",2017,"NCRN",202250,4381000,3,"Graminoids",1,0.916666666666667,51.3333333333333,11,91.6666666666667
"1277","CHOH","CHOH-0741",2017,"NCRN",202250,4381000,3,"Herbaceous",4,2.25,14.5833333333333,12,100
"1278","CHOH","CHOH-0741",2017,"NCRN",202250,4381000,3,"Shrubs-Micro",0,0,NA,0,0
"1279","CHOH","CHOH-0741",2017,"NCRN",202250,4381000,3,"Shrubs-Quad",1,0.416666666666667,0.833333333333333,5,41.6666666666667
"1280","CHOH","CHOH-0741",2017,"NCRN",202250,4381000,3,"Trees",1,0,NA,0,0
"1281","CHOH","CHOH-0741",2009,"NCRN",202250,4381000,1,"Graminoids",1,0.583333333333333,20.25,7,58.3333333333333
"1282","CHOH","CHOH-0741",2009,"NCRN",202250,4381000,1,"Herbaceous",3,2.08333333333333,5.25,12,100
"1283","CHOH","CHOH-0741",2009,"NCRN",202250,4381000,1,"Shrubs-Micro",1,0.0833333333333333,NA,1,8.33333333333333
"1284","CHOH","CHOH-0741",2009,"NCRN",202250,4381000,1,"Shrubs-Quad",1,0.166666666666667,0.166666666666667,2,16.6666666666667
"1285","CHOH","CHOH-0741",2009,"NCRN",202250,4381000,1,"Trees",1,0,NA,0,0
"1286","CHOH","CHOH-0775",2011,"NCRN",255500,4379000,2,"Graminoids",1,0.583333333333333,5.08333333333333,7,58.3333333333333
"1287","CHOH","CHOH-0775",2011,"NCRN",255500,4379000,2,"Herbaceous",4,1.66666666666667,16.8333333333333,12,100
"1288","CHOH","CHOH-0775",2011,"NCRN",255500,4379000,2,"Shrubs-Micro",0,0,NA,0,0
"1289","CHOH","CHOH-0775",2011,"NCRN",255500,4379000,2,"Shrubs-Quad",1,0.5,1.5,6,50
"1290","CHOH","CHOH-0775",2011,"NCRN",255500,4379000,2,"Trees",1,0,NA,0,0
"1291","CHOH","CHOH-0775",2007,"NCRN",255500,4379000,1,"Graminoids",1,0.166666666666667,2.41666666666667,2,16.6666666666667
"1292","CHOH","CHOH-0775",2007,"NCRN",255500,4379000,1,"Herbaceous",2,1.25,12,12,100
"1293","CHOH","CHOH-0775",2007,"NCRN",255500,4379000,1,"Shrubs-Micro",0,0,NA,0,0
"1294","CHOH","CHOH-0775",2007,"NCRN",255500,4379000,1,"Shrubs-Quad",1,0.0833333333333333,0.0833333333333333,1,8.33333333333333
"1295","CHOH","CHOH-0775",2007,"NCRN",255500,4379000,1,"Trees",1,0,NA,0,0
"1296","CHOH","CHOH-0775",2015,"NCRN",255500,4379000,3,"Graminoids",1,0.916666666666667,20.4166666666667,11,91.6666666666667
"1297","CHOH","CHOH-0775",2015,"NCRN",255500,4379000,3,"Herbaceous",3,1.5,15.75,12,100
"1298","CHOH","CHOH-0775",2015,"NCRN",255500,4379000,3,"Shrubs-Micro",0,0,NA,0,0
"1299","CHOH","CHOH-0775",2015,"NCRN",255500,4379000,3,"Shrubs-Quad",1,0.416666666666667,1.16666666666667,5,41.6666666666667
"1300","CHOH","CHOH-0775",2015,"NCRN",255500,4379000,3,"Trees",1,0,NA,0,0
"1301","CHOH","CHOH-0776",2010,"NCRN",255500,4378750,1,"Graminoids",1,0.5,3.75,6,50
"1302","CHOH","CHOH-0776",2010,"NCRN",255500,4378750,1,"Herbaceous",4,1.33333333333333,4.16666666666667,10,83.3333333333333
"1303","CHOH","CHOH-0776",2010,"NCRN",255500,4378750,1,"Shrubs-Micro",0,0,NA,0,0
"1304","CHOH","CHOH-0776",2010,"NCRN",255500,4378750,1,"Shrubs-Quad",2,0.25,0.5,3,25
"1305","CHOH","CHOH-0776",2010,"NCRN",255500,4378750,1,"Trees",1,0,NA,0,0
"1306","CHOH","CHOH-0776",2014,"NCRN",255500,4378750,2,"Graminoids",1,1,54,12,100
"1307","CHOH","CHOH-0776",2014,"NCRN",255500,4378750,2,"Herbaceous",3,1.41666666666667,3.58333333333333,11,91.6666666666667
"1308","CHOH","CHOH-0776",2014,"NCRN",255500,4378750,2,"Shrubs-Micro",0,0,NA,0,0
"1309","CHOH","CHOH-0776",2014,"NCRN",255500,4378750,2,"Shrubs-Quad",2,0.25,0.833333333333333,2,16.6666666666667
"1310","CHOH","CHOH-0776",2014,"NCRN",255500,4378750,2,"Trees",1,0,NA,0,0
"1311","CHOH","CHOH-0776",2018,"NCRN",255500,4378750,3,"Graminoids",1,1,50.0833333333333,12,100
"1312","CHOH","CHOH-0776",2018,"NCRN",255500,4378750,3,"Herbaceous",4,1.83333333333333,8.83333333333333,12,100
"1313","CHOH","CHOH-0776",2018,"NCRN",255500,4378750,3,"Shrubs-Micro",0,0,NA,0,0
