"","park","plot_name","year","network","x_coord","y_coord","cycle","num.plot.spp","avg.quad.r","avg.cover","quad.freq","qpct.freq"
"269","CHOH","CHOH-0847",2017,"NCRN",259750,4373000,3,5,2.08333333333333,13.5,12,100
"270","CHOH","CHOH-0921",2009,"NCRN",263500,4362250,1,9,3.08333333333333,85.8333333333333,12,100
"271","CHOH","CHOH-0921",2013,"NCRN",263500,4362250,2,10,4.33333333333333,90.75,12,100
"272","CHOH","CHOH-0921",2017,"NCRN",263500,4362250,3,10,3,78.3333333333333,12,100
"273","CHOH","CHOH-0932",2007,"NCRN",264000,4361250,1,3,0.5,0.833333333333333,5,41.6666666666667
"274","CHOH","CHOH-0932",2011,"NCRN",264000,4361250,2,3,0.5,0.5,5,41.6666666666667
"275","CHOH","CHOH-0932",2015,"NCRN",264000,4361250,3,4,0.5,0.666666666666667,4,33.3333333333333
"276","CHOH","CHOH-0941",2008,"NCRN",263250,4358750,1,2,1.25,13,12,100
"277","CHOH","CHOH-0941",2012,"NCRN",263250,4358750,2,3,1.33333333333333,5.91666666666667,12,100
"278","CHOH","CHOH-0941",2016,"NCRN",263250,4358750,3,4,1.25,7.41666666666667,12,100
"279","CHOH","CHOH-0942",2010,"NCRN",263500,4358750,1,4,0.333333333333333,0.416666666666667,4,33.3333333333333
"280","CHOH","CHOH-0942",2014,"NCRN",263500,4358750,2,6,1.25,3.16666666666667,10,83.3333333333333
"281","CHOH","CHOH-0942",2018,"NCRN",263500,4358750,3,5,0.5,0.5,5,41.6666666666667
"282","CHOH","CHOH-0958",2008,"NCRN",263500,4358000,1,4,0.666666666666667,0.75,6,50
"283","CHOH","CHOH-0958",2012,"NCRN",263500,4358000,2,4,0.666666666666667,0.833333333333333,5,41.6666666666667
"284","CHOH","CHOH-0958",2016,"NCRN",263500,4358000,3,5,1.33333333333333,14.1666666666667,9,75
"285","CHOH","CHOH-0961",2008,"NCRN",263000,4357750,1,5,1.08333333333333,41.9166666666667,10,83.3333333333333
"286","CHOH","CHOH-0961",2012,"NCRN",263000,4357750,2,5,1.08333333333333,41.75,10,83.3333333333333
"287","CHOH","CHOH-0961",2016,"NCRN",263000,4357750,3,5,1.5,46.1666666666667,10,83.3333333333333
"288","CHOH","CHOH-0964",2008,"NCRN",263750,4357750,1,10,2.25,78.4166666666667,12,100
"289","CHOH","CHOH-0964",2012,"NCRN",263750,4357750,2,9,1.41666666666667,77.5833333333333,12,100
"290","CHOH","CHOH-0964",2016,"NCRN",263750,4357750,3,11,2.41666666666667,91,12,100
"291","CHOH","CHOH-0983",2010,"NCRN",270750,4355500,1,4,2,5.41666666666667,11,91.6666666666667
"292","CHOH","CHOH-0983",2014,"NCRN",270750,4355500,2,5,2.25,16.1666666666667,11,91.6666666666667
"293","CHOH","CHOH-0983",2018,"NCRN",270750,4355500,3,3,1.41666666666667,4.91666666666667,12,100
"294","CHOH","CHOH-0986",2007,"NCRN",271500,4355250,1,5,2.33333333333333,44.4166666666667,12,100
"295","CHOH","CHOH-0986",2011,"NCRN",271500,4355250,2,7,2.58333333333333,6.5,11,91.6666666666667
"296","CHOH","CHOH-0986",2015,"NCRN",271500,4355250,3,8,3,20.5,12,100
"297","CHOH","CHOH-0989",2007,"NCRN",272750,4354750,1,5,3.08333333333333,26.8333333333333,12,100
"298","CHOH","CHOH-0989",2011,"NCRN",272750,4354750,2,6,3.5,67.25,12,100
"299","CHOH","CHOH-0989",2015,"NCRN",272750,4354750,3,6,4.25,38.25,12,100
"300","CHOH","CHOH-1009",2009,"NCRN",279500,4353500,1,5,1.5,7.83333333333333,11,91.6666666666667
"301","CHOH","CHOH-1009",2013,"NCRN",279500,4353500,2,5,2.16666666666667,16.1666666666667,12,100
"302","CHOH","CHOH-1009",2017,"NCRN",279500,4353500,3,4,1.66666666666667,10,12,100
"303","CHOH","CHOH-1018",2010,"NCRN",280250,4351250,1,9,3.16666666666667,20,12,100
"304","CHOH","CHOH-1018",2014,"NCRN",280250,4351250,2,11,3.75,47.6666666666667,12,100
"305","CHOH","CHOH-1018",2018,"NCRN",280250,4351250,3,10,3.58333333333333,23.9166666666667,11,91.6666666666667
"306","CHOH","CHOH-1028",2008,"NCRN",281250,4350000,1,3,1.66666666666667,67.3333333333333,10,83.3333333333333
"307","CHOH","CHOH-1028",2012,"NCRN",281250,4350000,2,4,1.83333333333333,36.9166666666667,10,83.3333333333333
"308","CHOH","CHOH-1028",2016,"NCRN",281250,4350000,3,4,2.33333333333333,38.8333333333333,11,91.6666666666667
"309","CHOH","CHOH-1036",2009,"NCRN",284250,4348250,1,3,1.91666666666667,9.5,11,91.6666666666667
"310","CHOH","CHOH-1036",2013,"NCRN",284250,4348250,2,3,1.5,10.5,10,83.3333333333333
"311","CHOH","CHOH-1036",2017,"NCRN",284250,4348250,3,4,2.5,56.5,12,100
"312","CHOH","CHOH-1044",2009,"NCRN",286250,4347000,1,3,1.25,9.58333333333333,10,83.3333333333333
"313","CHOH","CHOH-1044",2013,"NCRN",286250,4347000,2,3,2.16666666666667,59.5833333333333,12,100
"314","CHOH","CHOH-1044",2017,"NCRN",286250,4347000,3,4,2.08333333333333,31.4166666666667,12,100
"315","CHOH","CHOH-1045",2010,"NCRN",286500,4347000,1,5,1.91666666666667,4.25,11,91.6666666666667
"316","CHOH","CHOH-1045",2014,"NCRN",286500,4347000,2,6,2.25,49.8333333333333,12,100
"317","CHOH","CHOH-1045",2018,"NCRN",286500,4347000,3,7,2.33333333333333,70.9166666666667,12,100
"318","CHOH","CHOH-1055",2010,"NCRN",287000,4346250,1,3,1,14.8333333333333,8,66.6666666666667
"319","CHOH","CHOH-1055",2014,"NCRN",287000,4346250,2,3,1.5,22.25,10,83.3333333333333
"320","CHOH","CHOH-1055",2018,"NCRN",287000,4346250,3,3,1.41666666666667,46,10,83.3333333333333
"321","CHOH","CHOH-1063",2010,"NCRN",287500,4345750,1,5,1.08333333333333,20.4166666666667,10,83.3333333333333
"322","CHOH","CHOH-1063",2014,"NCRN",287500,4345750,2,5,1.58333333333333,12.3333333333333,11,91.6666666666667
"323","CHOH","CHOH-1063",2018,"NCRN",287500,4345750,3,5,1.75,21.75,10,83.3333333333333
"324","CHOH","CHOH-1081",2007,"NCRN",288250,4344250,1,2,0.666666666666667,1.08333333333333,6,50
"325","CHOH","CHOH-1081",2011,"NCRN",288250,4344250,2,2,0.75,16.25,8,66.6666666666667
"326","CHOH","CHOH-1081",2015,"NCRN",288250,4344250,3,4,2,19.75,12,100
"327","CHOH","CHOH-1111",2007,"NCRN",285750,4340000,1,2,1.33333333333333,5.66666666666667,11,91.6666666666667
"328","CHOH","CHOH-1111",2011,"NCRN",285750,4340000,2,3,1.66666666666667,12,12,100
"329","CHOH","CHOH-1111",2015,"NCRN",285750,4340000,3,3,1.16666666666667,4.58333333333333,10,83.3333333333333
"330","CHOH","CHOH-1124",2008,"NCRN",284750,4339250,1,1,0.916666666666667,2.58333333333333,11,91.6666666666667
"331","CHOH","CHOH-1124",2012,"NCRN",284750,4339250,2,1,0.333333333333333,0.333333333333333,4,33.3333333333333
"332","CHOH","CHOH-1124",2016,"NCRN",284750,4339250,3,2,0.333333333333333,0.5,3,25
"333","CHOH","CHOH-1136",2007,"NCRN",284500,4338750,1,0,0,0,0,0
"334","CHOH","CHOH-1136",2011,"NCRN",284500,4338750,2,0,0,0,0,0
"335","CHOH","CHOH-1136",2015,"NCRN",284500,4338750,3,0,0,0,0,0
"336","CHOH","CHOH-1143",2007,"NCRN",285000,4338500,1,0,0,0,0,0
"337","CHOH","CHOH-1143",2011,"NCRN",285000,4338500,2,0,0,0,0,0
"338","CHOH","CHOH-1143",2015,"NCRN",285000,4338500,3,0,0,0,0,0
"339","CHOH","CHOH-1147",2010,"NCRN",282500,4337750,1,4,1.83333333333333,16.75,12,100
"340","CHOH","CHOH-1147",2014,"NCRN",282500,4337750,2,4,2.33333333333333,72.9166666666667,12,100
"341","CHOH","CHOH-1147",2018,"NCRN",282500,4337750,3,4,2.33333333333333,35.5833333333333,12,100
"342","CHOH","CHOH-1148",2007,"NCRN",282500,4337500,1,5,1.75,29.9166666666667,11,91.6666666666667
"343","CHOH","CHOH-1148",2011,"NCRN",282500,4337500,2,5,0.833333333333333,4.41666666666667,7,58.3333333333333
"344","CHOH","CHOH-1148",2015,"NCRN",282500,4337500,3,5,1.58333333333333,3.66666666666667,12,100
"345","CHOH","CHOH-1173",2011,"NCRN",283750,4333000,2,5,2.16666666666667,26.5833333333333,12,100
"346","CHOH","CHOH-1173",2015,"NCRN",283750,4333000,3,6,2.91666666666667,25.1666666666667,12,100
"347","CHOH","CHOH-1183",2010,"NCRN",284750,4332500,1,8,2.41666666666667,40.8333333333333,12,100
"348","CHOH","CHOH-1183",2014,"NCRN",284750,4332500,2,6,2,38.5,12,100
"349","CHOH","CHOH-1183",2018,"NCRN",284750,4332500,3,5,1.66666666666667,9.75,11,91.6666666666667
"350","CHOH","CHOH-1191",2010,"NCRN",285500,4332250,1,7,1.83333333333333,19.0833333333333,11,91.6666666666667
"351","CHOH","CHOH-1191",2014,"NCRN",285500,4332250,2,6,3,20.5,12,100
"352","CHOH","CHOH-1191",2018,"NCRN",285500,4332250,3,6,3.25,37.9166666666667,12,100
"353","CHOH","CHOH-1196",2008,"NCRN",285750,4332000,1,6,2.83333333333333,19.4166666666667,10,83.3333333333333
"354","CHOH","CHOH-1196",2012,"NCRN",285750,4332000,2,8,2.91666666666667,8.75,12,100
"355","CHOH","CHOH-1196",2016,"NCRN",285750,4332000,3,9,3.91666666666667,47.0833333333333,12,100
"356","CHOH","CHOH-1201",2010,"NCRN",286250,4331750,1,5,2.75,45.5833333333333,12,100
"357","CHOH","CHOH-1201",2014,"NCRN",286250,4331750,2,4,3.5,102.416666666667,12,100
"358","CHOH","CHOH-1201",2018,"NCRN",286250,4331750,3,5,2.91666666666667,93.9166666666667,12,100
"359","CHOH","CHOH-1265",2009,"NCRN",298750,4326750,1,5,2.75,40.0833333333333,12,100
"360","CHOH","CHOH-1265",2013,"NCRN",298750,4326750,2,5,2.75,100.166666666667,12,100
"361","CHOH","CHOH-1265",2017,"NCRN",298750,4326750,3,6,3.08333333333333,60.1666666666667,12,100
"362","CHOH","CHOH-1328",2010,"NCRN",306250,4321000,1,1,0,0,0,0
"363","CHOH","CHOH-1328",2014,"NCRN",306250,4321000,2,0,0,0,0,0
"364","CHOH","CHOH-1328",2018,"NCRN",306250,4321000,3,0,0,0,0,0
"365","CHOH","CHOH-1338",2010,"NCRN",306500,4317000,1,2,0.166666666666667,1,1,8.33333333333333
"366","CHOH","CHOH-1338",2014,"NCRN",306500,4317000,2,2,0.166666666666667,2.25,1,8.33333333333333
"367","CHOH","CHOH-1338",2018,"NCRN",306500,4317000,3,3,0.333333333333333,3.33333333333333,3,25
"368","CHOH","CHOH-1342",2010,"NCRN",307500,4316500,1,3,1.66666666666667,13.3333333333333,12,100
"369","CHOH","CHOH-1342",2014,"NCRN",307500,4316500,2,5,1.75,14.5,11,91.6666666666667
"370","CHOH","CHOH-1342",2018,"NCRN",307500,4316500,3,6,1.75,21.25,11,91.6666666666667
"371","CHOH","CHOH-1350",2008,"NCRN",308000,4316250,1,4,0.75,11.75,7,58.3333333333333
"372","CHOH","CHOH-1350",2012,"NCRN",308000,4316250,2,4,0.416666666666667,4.41666666666667,4,33.3333333333333
"373","CHOH","CHOH-1350",2016,"NCRN",308000,4316250,3,3,0.333333333333333,8.75,3,25
"374","CHOH","CHOH-1366",2009,"NCRN",311750,4315750,1,6,2.5,16.8333333333333,12,100
"375","CHOH","CHOH-1366",2013,"NCRN",311750,4315750,2,8,3.41666666666667,20,12,100
"376","CHOH","CHOH-1366",2017,"NCRN",311750,4315750,3,5,2.33333333333333,10.0833333333333,12,100
"377","CHOH","CHOH-1388",2008,"NCRN",317000,4310750,1,7,2.83333333333333,19.8333333333333,12,100
"378","CHOH","CHOH-1388",2012,"NCRN",317000,4310750,2,6,3.08333333333333,38.4166666666667,12,100
"379","CHOH","CHOH-1388",2016,"NCRN",317000,4310750,3,9,2.91666666666667,98.3333333333333,12,100
"380","CHOH","GWMP-0003",2009,"NCRN",306000,4320500,1,4,1.91666666666667,60.1666666666667,12,100
"381","CHOH","GWMP-0003",2013,"NCRN",306000,4320500,2,3,1.75,78.5833333333333,12,100
"382","CHOH","GWMP-0003",2017,"NCRN",306000,4320500,3,4,1.75,65.75,12,100
"383","CHOH","GWMP-0045",2007,"NCRN",306500,4318250,1,1,0.166666666666667,0.333333333333333,2,16.6666666666667
"384","CHOH","GWMP-0045",2011,"NCRN",306500,4318250,2,1,0.416666666666667,0.666666666666667,5,41.6666666666667
"385","CHOH","GWMP-0045",2015,"NCRN",306500,4318250,3,1,0.333333333333333,6.75,4,33.3333333333333
"386","CHOH","GWMP-0054",2007,"NCRN",306500,4318000,1,0,0,0,0,0
"387","CHOH","GWMP-0054",2011,"NCRN",306500,4318000,2,0,0,0,0,0
"388","CHOH","GWMP-0054",2015,"NCRN",306500,4318000,3,1,0.0833333333333333,0.0833333333333333,1,8.33333333333333
"389","CHOH","GWMP-0055",2007,"NCRN",306750,4318000,1,0,0,0,0,0
"390","CHOH","GWMP-0055",2011,"NCRN",306750,4318000,2,1,0.0833333333333333,0.0833333333333333,1,8.33333333333333
"391","CHOH","GWMP-0055",2015,"NCRN",306750,4318000,3,1,0.0833333333333333,0.0833333333333333,1,8.33333333333333
"392","CHOH","GWMP-0062",2010,"NCRN",306250,4317750,1,0,0,0,0,0
"393","CHOH","GWMP-0062",2014,"NCRN",306250,4317750,2,0,0,0,0,0
"394","CHOH","GWMP-0062",2018,"NCRN",306250,4317750,3,0,0,0,0,0
"395","CHOH","GWMP-0072",2007,"NCRN",305750,4317500,1,2,0.166666666666667,0.666666666666667,2,16.6666666666667
"396","CHOH","GWMP-0072",2011,"NCRN",305750,4317500,2,0,0,0,0,0
"397","CHOH","GWMP-0072",2015,"NCRN",305750,4317500,3,1,0.0833333333333333,0.0833333333333333,1,8.33333333333333
"398","CHOH","GWMP-0080",2008,"NCRN",306000,4317250,1,3,0.25,2.33333333333333,3,25
"399","CHOH","GWMP-0080",2012,"NCRN",306000,4317250,2,1,0.0833333333333333,0.166666666666667,1,8.33333333333333
"400","CHOH","GWMP-0080",2016,"NCRN",306000,4317250,3,2,0.25,1.66666666666667,2,16.6666666666667
"401","CHOH","GWMP-0094",2010,"NCRN",307500,4316750,1,1,0.0833333333333333,0.333333333333333,1,8.33333333333333
"402","CHOH","GWMP-0094",2014,"NCRN",307500,4316750,2,3,0.25,0.333333333333333,2,16.6666666666667
"403","CHOH","GWMP-0094",2018,"NCRN",307500,4316750,3,3,0.416666666666667,0.416666666666667,4,33.3333333333333
"404","GWMP","GWMP-0008",2007,"NCRN",304000,4319750,1,3,1.08333333333333,9.33333333333333,9,75
"405","GWMP","GWMP-0008",2011,"NCRN",304000,4319750,2,6,1.75,24.5,10,83.3333333333333
"406","GWMP","GWMP-0008",2015,"NCRN",304000,4319750,3,5,1.66666666666667,20.9166666666667,11,91.6666666666667
"407","GWMP","GWMP-0019",2007,"NCRN",304500,4319000,1,1,0.0833333333333333,0.0833333333333333,1,8.33333333333333
"408","GWMP","GWMP-0019",2011,"NCRN",304500,4319000,2,0,0,0,0,0
"409","GWMP","GWMP-0019",2015,"NCRN",304500,4319000,3,1,0.0833333333333333,0.166666666666667,1,8.33333333333333
"410","GWMP","GWMP-0057",2007,"NCRN",304500,4317750,1,0,0,0,0,0
"411","GWMP","GWMP-0057",2011,"NCRN",304500,4317750,2,0,0,0,0,0
"412","GWMP","GWMP-0057",2015,"NCRN",304500,4317750,3,3,0.25,0.166666666666667,3,25
"413","GWMP","GWMP-0058",2007,"NCRN",304750,4317750,1,0,0,0,0,0
"414","GWMP","GWMP-0058",2011,"NCRN",304750,4317750,2,0,0,0,0,0
"415","GWMP","GWMP-0058",2015,"NCRN",304750,4317750,3,0,0,0,0,0
"416","GWMP","GWMP-0059",2007,"NCRN",305000,4317750,1,2,1.33333333333333,82.0833333333333,12,100
"417","GWMP","GWMP-0059",2011,"NCRN",305000,4317750,2,2,1.25,87.3333333333333,12,100
"418","GWMP","GWMP-0059",2015,"NCRN",305000,4317750,3,3,1.41666666666667,80.75,12,100
"419","GWMP","GWMP-0086",2010,"NCRN",305250,4317000,1,0,0,0,0,0
"420","GWMP","GWMP-0086",2014,"NCRN",305250,4317000,2,0,0,0,0,0
"421","GWMP","GWMP-0086",2018,"NCRN",305250,4317000,3,0,0,0,0,0
"422","GWMP","GWMP-0139",2008,"NCRN",313750,4314750,1,3,0.75,1.25,7,58.3333333333333
"423","GWMP","GWMP-0139",2012,"NCRN",313750,4314750,2,3,1.08333333333333,1.75,9,75
"424","GWMP","GWMP-0139",2016,"NCRN",313750,4314750,3,3,1,3,10,83.3333333333333
"425","GWMP","GWMP-0144",2009,"NCRN",313500,4314500,1,6,1.08333333333333,3.58333333333333,9,75
"426","GWMP","GWMP-0144",2013,"NCRN",313500,4314500,2,7,1.41666666666667,15,11,91.6666666666667
"427","GWMP","GWMP-0144",2017,"NCRN",313500,4314500,3,7,2,11.0833333333333,12,100
"428","GWMP","GWMP-0145",2008,"NCRN",313750,4314500,1,7,1.33333333333333,6.25,9,75
"429","GWMP","GWMP-0145",2012,"NCRN",313750,4314500,2,5,1.25,2.25,9,75
"430","GWMP","GWMP-0145",2016,"NCRN",313750,4314500,3,7,1.66666666666667,2.83333333333333,10,83.3333333333333
"431","GWMP","GWMP-0147",2009,"NCRN",314250,4314500,1,2,0.166666666666667,0.833333333333333,2,16.6666666666667
"432","GWMP","GWMP-0147",2013,"NCRN",314250,4314500,2,1,0.0833333333333333,0.416666666666667,1,8.33333333333333
"433","GWMP","GWMP-0147",2017,"NCRN",314250,4314500,3,2,0.166666666666667,0.333333333333333,2,16.6666666666667
"434","GWMP","GWMP-0173",2008,"NCRN",316500,4312500,1,5,0.833333333333333,2,7,58.3333333333333
"435","GWMP","GWMP-0173",2012,"NCRN",316500,4312500,2,6,1.25,2.16666666666667,9,75
"436","GWMP","GWMP-0173",2016,"NCRN",316500,4312500,3,7,1.66666666666667,4.75,9,75
"437","GWMP","GWMP-0194",2009,"NCRN",317500,4309250,1,4,0.5,0.583333333333333,5,41.6666666666667
"438","GWMP","GWMP-0194",2013,"NCRN",317500,4309250,2,7,0.75,1.66666666666667,6,50
"439","GWMP","GWMP-0194",2017,"NCRN",317500,4309250,3,0,0,0,0,0
"440","GWMP","GWMP-0207",2010,"NCRN",321000,4307500,1,8,2.33333333333333,30.4166666666667,12,100
"441","GWMP","GWMP-0207",2014,"NCRN",321000,4307500,2,10,3.16666666666667,97.5833333333333,12,100
"442","GWMP","GWMP-0207",2018,"NCRN",321000,4307500,3,11,4.33333333333333,46.3333333333333,12,100
"443","GWMP","GWMP-0208",2010,"NCRN",321250,4307500,1,6,1.33333333333333,17.0833333333333,8,66.6666666666667
"444","GWMP","GWMP-0208",2014,"NCRN",321250,4307500,2,5,0.916666666666667,3.58333333333333,7,58.3333333333333
"445","GWMP","GWMP-0208",2018,"NCRN",321250,4307500,3,5,0.666666666666667,1.25,6,50
"446","GWMP","GWMP-0253",2007,"NCRN",323000,4300000,1,9,2.75,66.25,12,100
"447","GWMP","GWMP-0253",2011,"NCRN",323000,4300000,2,11,3.58333333333333,113.166666666667,12,100
"448","GWMP","GWMP-0253",2015,"NCRN",323000,4300000,3,9,3.41666666666667,104.5,12,100
"449","GWMP","GWMP-0254",2007,"NCRN",322750,4299750,1,7,3,84.9166666666667,12,100
"450","GWMP","GWMP-0254",2011,"NCRN",322750,4299750,2,7,2.5,88.6666666666667,12,100
"451","GWMP","GWMP-0254",2015,"NCRN",322750,4299750,3,8,3.16666666666667,73.5833333333333,11,91.6666666666667
"452","GWMP","GWMP-0256",2007,"NCRN",322750,4299500,1,7,2.16666666666667,50.6666666666667,12,100
"453","GWMP","GWMP-0256",2011,"NCRN",322750,4299500,2,9,3.75,124.416666666667,12,100
"454","GWMP","GWMP-0256",2015,"NCRN",322750,4299500,3,9,3.75,92.1666666666667,12,100
"455","GWMP","GWMP-0286",2008,"NCRN",321750,4292750,1,2,0.0833333333333333,0.0833333333333333,1,8.33333333333333
"456","GWMP","GWMP-0286",2012,"NCRN",321750,4292750,2,1,0,0,0,0
"457","GWMP","GWMP-0286",2016,"NCRN",321750,4292750,3,3,0.25,0.833333333333333,3,25
"458","GWMP","GWMP-0314",2010,"NCRN",319000,4287500,1,0,0,0,0,0
"459","GWMP","GWMP-0314",2014,"NCRN",319000,4287500,2,0,0,0,0,0
"460","GWMP","GWMP-0314",2018,"NCRN",319000,4287500,3,0,0,0,0,0
"461","GWMP","GWMP-0320",2008,"NCRN",319500,4287250,1,2,0.333333333333333,1.5,4,33.3333333333333
"462","GWMP","GWMP-0320",2012,"NCRN",319500,4287250,2,1,0.333333333333333,2.25,4,33.3333333333333
"463","GWMP","GWMP-0320",2016,"NCRN",319500,4287250,3,2,0.416666666666667,4.83333333333333,5,41.6666666666667
"464","HAFE","HAFE-0005",2009,"NCRN",265000,4358250,1,2,1,3.16666666666667,11,91.6666666666667
"465","HAFE","HAFE-0005",2013,"NCRN",265000,4358250,2,2,1.25,14.8333333333333,11,91.6666666666667
"466","HAFE","HAFE-0005",2017,"NCRN",265000,4358250,3,2,0.583333333333333,19.1666666666667,6,50
"467","HAFE","HAFE-0009",2008,"NCRN",266000,4358250,1,3,1.91666666666667,24,12,100
"468","HAFE","HAFE-0009",2012,"NCRN",266000,4358250,2,2,1.66666666666667,47.1666666666667,12,100
"469","HAFE","HAFE-0009",2016,"NCRN",266000,4358250,3,3,2.08333333333333,71.1666666666667,12,100
"470","HAFE","HAFE-0021",2008,"NCRN",266000,4357750,1,2,0.25,0.25,2,16.6666666666667
"471","HAFE","HAFE-0021",2012,"NCRN",266000,4357750,2,2,0.25,1,3,25
"472","HAFE","HAFE-0021",2016,"NCRN",266000,4357750,3,3,0.5,1.33333333333333,4,33.3333333333333
"473","HAFE","HAFE-0028",2008,"NCRN",266000,4357500,1,3,1.58333333333333,6.08333333333333,11,91.6666666666667
"474","HAFE","HAFE-0028",2012,"NCRN",266000,4357500,2,2,0.583333333333333,9.83333333333333,6,50
"475","HAFE","HAFE-0028",2016,"NCRN",266000,4357500,3,3,1.41666666666667,29.6666666666667,10,83.3333333333333
"476","HAFE","HAFE-0030",2010,"NCRN",262250,4357250,1,6,1.58333333333333,3.66666666666667,11,91.6666666666667
"477","HAFE","HAFE-0030",2014,"NCRN",262250,4357250,2,6,1.5,4.75,11,91.6666666666667
"478","HAFE","HAFE-0030",2018,"NCRN",262250,4357250,3,7,1.75,5.91666666666667,12,100
"479","HAFE","HAFE-0039",2010,"NCRN",265750,4357250,1,0,0,0,0,0
"480","HAFE","HAFE-0039",2014,"NCRN",265750,4357250,2,3,0.833333333333333,3.75,9,75
"481","HAFE","HAFE-0039",2018,"NCRN",265750,4357250,3,1,0.333333333333333,0.833333333333333,4,33.3333333333333
"482","HAFE","HAFE-0047",2009,"NCRN",264500,4357000,1,2,0.0833333333333333,0.0833333333333333,1,8.33333333333333
"483","HAFE","HAFE-0047",2013,"NCRN",264500,4357000,2,3,0.916666666666667,5.91666666666667,10,83.3333333333333
"484","HAFE","HAFE-0047",2017,"NCRN",264500,4357000,3,3,0.916666666666667,1.91666666666667,8,66.6666666666667
"485","HAFE","HAFE-0061",2010,"NCRN",265250,4356750,1,1,0.75,1.33333333333333,9,75
"486","HAFE","HAFE-0061",2014,"NCRN",265250,4356750,2,2,0.583333333333333,0.833333333333333,7,58.3333333333333
"487","HAFE","HAFE-0061",2018,"NCRN",265250,4356750,3,0,0,0,0,0
"488","HAFE","HAFE-0074",2010,"NCRN",265750,4356500,1,2,0,0,0,0
"489","HAFE","HAFE-0074",2014,"NCRN",265750,4356500,2,1,0.0833333333333333,0,1,8.33333333333333
"490","HAFE","HAFE-0074",2018,"NCRN",265750,4356500,3,1,0,0,0,0
"491","HAFE","HAFE-0118",2010,"NCRN",265500,4355750,1,3,0.75,1.33333333333333,9,75
"492","HAFE","HAFE-0118",2014,"NCRN",265500,4355750,2,3,1.08333333333333,18.1666666666667,12,100
"493","HAFE","HAFE-0118",2018,"NCRN",265500,4355750,3,3,1,2.91666666666667,12,100
"494","HAFE","HAFE-0154",2010,"NCRN",263500,4355250,1,2,0.416666666666667,0.75,5,41.6666666666667
"495","HAFE","HAFE-0154",2014,"NCRN",263500,4355250,2,5,0.916666666666667,3.66666666666667,7,58.3333333333333
"496","HAFE","HAFE-0154",2018,"NCRN",263500,4355250,3,4,1.5,11.8333333333333,10,83.3333333333333
"497","HAFE","HAFE-0160",2008,"NCRN",267250,4355250,1,5,1.75,7.91666666666667,11,91.6666666666667
"498","HAFE","HAFE-0160",2012,"NCRN",267250,4355250,2,6,2,5.58333333333333,11,91.6666666666667
"499","HAFE","HAFE-0160",2016,"NCRN",267250,4355250,3,6,1.75,13,9,75
"500","HAFE","HAFE-0161",2009,"NCRN",267500,4355250,1,4,0.833333333333333,0.833333333333333,9,75
"501","HAFE","HAFE-0161",2013,"NCRN",267500,4355250,2,2,0.5,4.75,6,50
"502","HAFE","HAFE-0161",2017,"NCRN",267500,4355250,3,3,1,1.5,10,83.3333333333333
"503","HAFE","HAFE-0174",2007,"NCRN",NA,NA,1,5,1.91666666666667,65,12,100
"504","HAFE","HAFE-0192",2007,"NCRN",263000,4354750,1,5,0.75,4.25,7,58.3333333333333
"505","HAFE","HAFE-0192",2011,"NCRN",263000,4354750,2,6,0.916666666666667,1.66666666666667,7,58.3333333333333
"506","HAFE","HAFE-0192",2015,"NCRN",263000,4354750,3,6,0.75,1.16666666666667,7,58.3333333333333
"507","HAFE","HAFE-0195",2008,"NCRN",263750,4354750,1,0,0,0,0,0
"508","HAFE","HAFE-0195",2012,"NCRN",263750,4354750,2,0,0,0,0,0
"509","HAFE","HAFE-0195",2016,"NCRN",263750,4354750,3,0,0,0,0,0
"510","HAFE","HAFE-0208",2008,"NCRN",263250,4354500,1,3,0,0,0,0
"511","HAFE","HAFE-0208",2012,"NCRN",263250,4354500,2,3,0,0,0,0
"512","HAFE","HAFE-0208",2016,"NCRN",263250,4354500,3,4,0.0833333333333333,0.0833333333333333,1,8.33333333333333
"513","HAFE","HAFE-0211",2009,"NCRN",264000,4354500,1,2,0.0833333333333333,0.0833333333333333,1,8.33333333333333
"514","HAFE","HAFE-0211",2013,"NCRN",264000,4354500,2,2,0.166666666666667,0.416666666666667,2,16.6666666666667
"515","HAFE","HAFE-0211",2017,"NCRN",264000,4354500,3,4,0.75,0.833333333333333,7,58.3333333333333
"516","HAFE","HAFE-0215",2010,"NCRN",261750,4354250,1,3,0.583333333333333,0.583333333333333,5,41.6666666666667
"517","HAFE","HAFE-0215",2014,"NCRN",261750,4354250,2,4,1,1.75,9,75
"518","HAFE","HAFE-0215",2018,"NCRN",261750,4354250,3,3,0.583333333333333,0.833333333333333,5,41.6666666666667
"519","HAFE","HAFE-0218",2008,"NCRN",263250,4354250,1,2,0,0,0,0
"520","HAFE","HAFE-0218",2012,"NCRN",263250,4354250,2,1,0,0,0,0
"521","HAFE","HAFE-0218",2016,"NCRN",263250,4354250,3,1,0,0,0,0
"522","HAFE","HAFE-0240",2009,"NCRN",262750,4353250,1,0,0,0,0,0
"523","HAFE","HAFE-0240",2013,"NCRN",262750,4353250,2,1,0.25,0.333333333333333,3,25
"524","HAFE","HAFE-0240",2017,"NCRN",262750,4353250,3,3,0.25,2.58333333333333,3,25
"525","MANA","MANA-0002",2010,"NCRN",279500,4302000,1,2,1.33333333333333,4.25,12,100
"526","MANA","MANA-0002",2014,"NCRN",279500,4302000,2,3,1.75,30.0833333333333,12,100
