network,park,plot_name,plot_number,x_coord,y_coord,year,cycle,guild,plot.freq,ave.quad.r,avg.cover,quad.freq,qpct.freq,num.plot.spp
ERMN,DEWA,DEWA-004,4,515806,4574240,2017,3,Herbaceous,0,0,0,0,0,0
ERMN,DEWA,DEWA-004,4,515806,4574240,2017,3,Shrub,0,0,0,0,0,0
ERMN,DEWA,DEWA-004,4,515806,4574240,2017,3,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-006,6,518795,4574240,2008,1,Graminoid,1,0.416666667,1.608333333,5,0.416666667,2
ERMN,DEWA,DEWA-006,6,518795,4574240,2008,1,Herbaceous,1,0.916666667,1.458333333,8,0.666666667,2
ERMN,DEWA,DEWA-006,6,518795,4574240,2008,1,Shrub,1,0.416666667,5.858333333,5,0.416666667,4
ERMN,DEWA,DEWA-006,6,518795,4574240,2008,1,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-006,6,518795,4574240,2012,2,Graminoid,1,0.083333333,0.008333333,1,0.083333333,1
ERMN,DEWA,DEWA-006,6,518795,4574240,2012,2,Herbaceous,1,1.166666667,2.266666667,8,0.666666667,3
ERMN,DEWA,DEWA-006,6,518795,4574240,2012,2,Shrub,1,0.416666667,3.558333333,4,0.333333333,5
ERMN,DEWA,DEWA-006,6,518795,4574240,2012,2,Tree,1,0,0,0,0,1
ERMN,DEWA,DEWA-006,6,518795,4574240,2016,3,Graminoid,1,0.083333333,0.008333333,1,0.083333333,1
ERMN,DEWA,DEWA-006,6,518795,4574240,2016,3,Herbaceous,1,0.916666667,4.841666667,9,0.75,2
ERMN,DEWA,DEWA-006,6,518795,4574240,2016,3,Shrub,1,0.75,13.55833333,7,0.583333333,5
ERMN,DEWA,DEWA-006,6,518795,4574240,2016,3,Tree,1,0,0,0,0,1
ERMN,DEWA,DEWA-008,8,515422,4573487,2008,1,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-008,8,515422,4573487,2008,1,Herbaceous,0,0,0,0,0,0
ERMN,DEWA,DEWA-008,8,515422,4573487,2008,1,Shrub,0,0,0,0,0,0
ERMN,DEWA,DEWA-008,8,515422,4573487,2008,1,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-008,8,515422,4573487,2012,2,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-008,8,515422,4573487,2012,2,Herbaceous,0,0,0,0,0,0
ERMN,DEWA,DEWA-008,8,515422,4573487,2012,2,Shrub,0,0,0,0,0,0
ERMN,DEWA,DEWA-008,8,515422,4573487,2012,2,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-008,8,515422,4573487,2016,3,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-008,8,515422,4573487,2016,3,Herbaceous,0,0,0,0,0,0
ERMN,DEWA,DEWA-008,8,515422,4573487,2016,3,Shrub,0,0,0,0,0,0
ERMN,DEWA,DEWA-008,8,515422,4573487,2016,3,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-019,19,516926,4571987,2010,1,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-019,19,516926,4571987,2010,1,Herbaceous,1,0.5,0.45,5,0.416666667,2
ERMN,DEWA,DEWA-019,19,516926,4571987,2010,1,Shrub,1,0.333333333,10.225,4,0.333333333,5
ERMN,DEWA,DEWA-019,19,516926,4571987,2010,1,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-019,19,516926,4571987,2014,2,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-019,19,516926,4571987,2014,2,Herbaceous,1,0.416666667,0.558333333,5,0.416666667,2
ERMN,DEWA,DEWA-019,19,516926,4571987,2014,2,Shrub,1,0.416666667,9.583333333,5,0.416666667,3
ERMN,DEWA,DEWA-019,19,516926,4571987,2014,2,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-019,19,516926,4571987,2018,3,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-019,19,516926,4571987,2018,3,Herbaceous,1,0.416666667,1.175,5,0.416666667,2
ERMN,DEWA,DEWA-019,19,516926,4571987,2018,3,Shrub,1,0.5,12.925,5,0.416666667,3
ERMN,DEWA,DEWA-019,19,516926,4571987,2018,3,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-022,22,513563,4571232,2010,1,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-022,22,513563,4571232,2010,1,Herbaceous,0,0,0,0,0,0
ERMN,DEWA,DEWA-022,22,513563,4571232,2010,1,Shrub,0,0,0,0,0,0
ERMN,DEWA,DEWA-022,22,513563,4571232,2010,1,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-022,22,513563,4571232,2014,2,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-022,22,513563,4571232,2014,2,Herbaceous,0,0,0,0,0,0
ERMN,DEWA,DEWA-022,22,513563,4571232,2014,2,Shrub,0,0,0,0,0,0
ERMN,DEWA,DEWA-022,22,513563,4571232,2014,2,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-022,22,513563,4571232,2018,3,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-022,22,513563,4571232,2018,3,Herbaceous,0,0,0,0,0,0
ERMN,DEWA,DEWA-022,22,513563,4571232,2018,3,Shrub,0,0,0,0,0,0
ERMN,DEWA,DEWA-022,22,513563,4571232,2018,3,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-025,25,516553,4571227,2008,1,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-025,25,516553,4571227,2008,1,Herbaceous,1,0.083333333,0.008333333,1,0.083333333,2
ERMN,DEWA,DEWA-025,25,516553,4571227,2008,1,Shrub,0,0,0,0,0,0
ERMN,DEWA,DEWA-025,25,516553,4571227,2008,1,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-025,25,516553,4571227,2012,2,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-025,25,516553,4571227,2012,2,Herbaceous,1,0,0,0,0,2
ERMN,DEWA,DEWA-025,25,516553,4571227,2012,2,Shrub,0,0,0,0,0,0
ERMN,DEWA,DEWA-025,25,516553,4571227,2012,2,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-025,25,516553,4571227,2016,3,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-025,25,516553,4571227,2016,3,Herbaceous,1,0.166666667,0.016666667,2,0.166666667,2
ERMN,DEWA,DEWA-025,25,516553,4571227,2016,3,Shrub,1,0.083333333,0.008333333,1,0.083333333,2
ERMN,DEWA,DEWA-025,25,516553,4571227,2016,3,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-026,26,517301,4571233,2008,1,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-026,26,517301,4571233,2008,1,Herbaceous,1,0.5,1.516666667,6,0.5,2
ERMN,DEWA,DEWA-026,26,517301,4571233,2008,1,Shrub,1,0,0,0,0,2
ERMN,DEWA,DEWA-026,26,517301,4571233,2008,1,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-026,26,517301,4571233,2012,2,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-026,26,517301,4571233,2012,2,Herbaceous,1,0.916666667,8.258333333,8,0.666666667,3
ERMN,DEWA,DEWA-026,26,517301,4571233,2012,2,Shrub,1,0.083333333,0.291666667,1,0.083333333,1
ERMN,DEWA,DEWA-026,26,517301,4571233,2012,2,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-026,26,517301,4571233,2016,3,Graminoid,1,1,8.7,10,0.833333333,2
ERMN,DEWA,DEWA-026,26,517301,4571233,2016,3,Herbaceous,1,0.75,1.158333333,7,0.583333333,3
ERMN,DEWA,DEWA-026,26,517301,4571233,2016,3,Shrub,1,0.166666667,0.416666667,2,0.166666667,3
ERMN,DEWA,DEWA-026,26,517301,4571233,2016,3,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-027,27,511673,4570485,2009,1,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-027,27,511673,4570485,2009,1,Herbaceous,0,0,0,0,0,0
ERMN,DEWA,DEWA-027,27,511673,4570485,2009,1,Shrub,1,0,0,0,0,1
ERMN,DEWA,DEWA-027,27,511673,4570485,2009,1,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-027,27,511673,4570485,2013,2,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-027,27,511673,4570485,2013,2,Herbaceous,0,0,0,0,0,0
ERMN,DEWA,DEWA-027,27,511673,4570485,2013,2,Shrub,1,0.166666667,0.016666667,2,0.166666667,2
ERMN,DEWA,DEWA-027,27,511673,4570485,2013,2,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-027,27,511673,4570485,2017,3,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-027,27,511673,4570485,2017,3,Herbaceous,0,0,0,0,0,0
ERMN,DEWA,DEWA-027,27,511673,4570485,2017,3,Shrub,1,0.083333333,0.008333333,1,0.083333333,1
ERMN,DEWA,DEWA-027,27,511673,4570485,2017,3,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-029,29,513174,4570476,2011,2,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-029,29,513174,4570476,2011,2,Herbaceous,0,0,0,0,0,0
ERMN,DEWA,DEWA-029,29,513174,4570476,2011,2,Shrub,0,0,0,0,0,0
ERMN,DEWA,DEWA-029,29,513174,4570476,2011,2,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-029,29,513174,4570476,2015,3,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-029,29,513174,4570476,2015,3,Herbaceous,1,0,0,0,0,1
ERMN,DEWA,DEWA-029,29,513174,4570476,2015,3,Shrub,0,0,0,0,0,0
ERMN,DEWA,DEWA-029,29,513174,4570476,2015,3,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-034,34,512058,4569744,2011,2,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-034,34,512058,4569744,2011,2,Herbaceous,0,0,0,0,0,0
ERMN,DEWA,DEWA-034,34,512058,4569744,2011,2,Shrub,0,0,0,0,0,0
ERMN,DEWA,DEWA-034,34,512058,4569744,2011,2,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-034,34,512058,4569744,2015,3,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-034,34,512058,4569744,2015,3,Herbaceous,0,0,0,0,0,0
ERMN,DEWA,DEWA-034,34,512058,4569744,2015,3,Shrub,0,0,0,0,0,0
ERMN,DEWA,DEWA-034,34,512058,4569744,2015,3,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-037,37,515050,4569732,2008,1,Graminoid,1,0.333333333,0.266666667,4,0.333333333,1
ERMN,DEWA,DEWA-037,37,515050,4569732,2008,1,Herbaceous,1,2.333333333,23.425,11,0.916666667,5
ERMN,DEWA,DEWA-037,37,515050,4569732,2008,1,Shrub,1,1,24.46666667,7,0.583333333,6
ERMN,DEWA,DEWA-037,37,515050,4569732,2008,1,Tree,1,0,0,0,0,1
ERMN,DEWA,DEWA-037,37,515050,4569732,2012,2,Graminoid,1,0.083333333,0.291666667,1,0.083333333,1
ERMN,DEWA,DEWA-037,37,515050,4569732,2012,2,Herbaceous,1,2.25,18.54166667,11,0.916666667,5
ERMN,DEWA,DEWA-037,37,515050,4569732,2012,2,Shrub,1,1.166666667,16.06666667,9,0.75,6
ERMN,DEWA,DEWA-037,37,515050,4569732,2012,2,Tree,1,0,0,0,0,1
ERMN,DEWA,DEWA-037,37,515050,4569732,2016,3,Graminoid,1,0.083333333,0.008333333,1,0.083333333,1
ERMN,DEWA,DEWA-037,37,515050,4569732,2016,3,Herbaceous,1,2.583333333,10.59166667,12,1,4
ERMN,DEWA,DEWA-037,37,515050,4569732,2016,3,Shrub,1,1.666666667,23.78333333,9,0.75,6
ERMN,DEWA,DEWA-037,37,515050,4569732,2016,3,Tree,1,0.083333333,0.125,1,0.083333333,3
ERMN,DEWA,DEWA-045,45,510552,4568234,2009,1,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-045,45,510552,4568234,2009,1,Herbaceous,0,0,0,0,0,0
ERMN,DEWA,DEWA-045,45,510552,4568234,2009,1,Shrub,0,0,0,0,0,0
ERMN,DEWA,DEWA-045,45,510552,4568234,2009,1,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-045,45,510552,4568234,2013,2,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-045,45,510552,4568234,2013,2,Herbaceous,0,0,0,0,0,0
ERMN,DEWA,DEWA-045,45,510552,4568234,2013,2,Shrub,0,0,0,0,0,0
ERMN,DEWA,DEWA-045,45,510552,4568234,2013,2,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-045,45,510552,4568234,2017,3,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-045,45,510552,4568234,2017,3,Herbaceous,0,0,0,0,0,0
ERMN,DEWA,DEWA-045,45,510552,4568234,2017,3,Shrub,0,0,0,0,0,0
ERMN,DEWA,DEWA-045,45,510552,4568234,2017,3,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-048,48,512800,4568233,2008,1,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-048,48,512800,4568233,2008,1,Herbaceous,0,0,0,0,0,0
ERMN,DEWA,DEWA-048,48,512800,4568233,2008,1,Shrub,0,0,0,0,0,0
ERMN,DEWA,DEWA-048,48,512800,4568233,2008,1,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-048,48,512800,4568233,2012,2,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-048,48,512800,4568233,2012,2,Herbaceous,0,0,0,0,0,0
ERMN,DEWA,DEWA-048,48,512800,4568233,2012,2,Shrub,0,0,0,0,0,0
ERMN,DEWA,DEWA-048,48,512800,4568233,2012,2,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-048,48,512800,4568233,2016,3,Graminoid,1,0,0,0,0,1
ERMN,DEWA,DEWA-048,48,512800,4568233,2016,3,Herbaceous,0,0,0,0,0,0
ERMN,DEWA,DEWA-048,48,512800,4568233,2016,3,Shrub,0,0,0,0,0,0
ERMN,DEWA,DEWA-048,48,512800,4568233,2016,3,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-054,54,511660,4567474,2011,2,Graminoid,1,0,0,0,0,1
ERMN,DEWA,DEWA-054,54,511660,4567474,2011,2,Herbaceous,0,0,0,0,0,0
ERMN,DEWA,DEWA-054,54,511660,4567474,2011,2,Shrub,1,0.416666667,6.125,5,0.416666667,1
ERMN,DEWA,DEWA-054,54,511660,4567474,2011,2,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-054,54,511660,4567474,2015,3,Graminoid,1,0.083333333,0.008333333,1,0.083333333,1
ERMN,DEWA,DEWA-054,54,511660,4567474,2015,3,Herbaceous,1,0.166666667,0.016666667,2,0.166666667,2
ERMN,DEWA,DEWA-054,54,511660,4567474,2015,3,Shrub,1,0.5,8.133333333,6,0.5,1
ERMN,DEWA,DEWA-054,54,511660,4567474,2015,3,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-055,55,512390,4567498,2008,1,Graminoid,1,0.75,24.68333333,9,0.75,1
ERMN,DEWA,DEWA-055,55,512390,4567498,2008,1,Herbaceous,1,1.166666667,27.46666667,11,0.916666667,3
ERMN,DEWA,DEWA-055,55,512390,4567498,2008,1,Shrub,1,0.583333333,28.34166667,5,0.416666667,3
ERMN,DEWA,DEWA-055,55,512390,4567498,2008,1,Tree,1,0,0,0,0,1
ERMN,DEWA,DEWA-055,55,512390,4567498,2012,2,Graminoid,1,0.583333333,0.291666667,7,0.583333333,1
ERMN,DEWA,DEWA-055,55,512390,4567498,2012,2,Herbaceous,1,1.166666667,7.966666667,12,1,2
ERMN,DEWA,DEWA-055,55,512390,4567498,2012,2,Shrub,1,0.583333333,25.71666667,7,0.583333333,3
ERMN,DEWA,DEWA-055,55,512390,4567498,2012,2,Tree,1,0.083333333,0.008333333,1,0.083333333,1
ERMN,DEWA,DEWA-055,55,512390,4567498,2016,3,Graminoid,1,0.416666667,0.891666667,5,0.416666667,1
ERMN,DEWA,DEWA-055,55,512390,4567498,2016,3,Herbaceous,1,1.333333333,16.58333333,11,0.916666667,3
ERMN,DEWA,DEWA-055,55,512390,4567498,2016,3,Shrub,1,0.833333333,24.25833333,7,0.583333333,3
ERMN,DEWA,DEWA-055,55,512390,4567498,2016,3,Tree,1,0.166666667,0.133333333,2,0.166666667,1
ERMN,DEWA,DEWA-058,58,515407,4567510,2010,1,Graminoid,1,0,0,0,0,1
ERMN,DEWA,DEWA-058,58,515407,4567510,2010,1,Herbaceous,1,0.666666667,0.3,7,0.583333333,2
ERMN,DEWA,DEWA-058,58,515407,4567510,2010,1,Shrub,1,0.25,0.641666667,2,0.166666667,5
ERMN,DEWA,DEWA-058,58,515407,4567510,2010,1,Tree,1,0,0,0,0,1
ERMN,DEWA,DEWA-058,58,515407,4567510,2014,2,Graminoid,1,0,0,0,0,1
ERMN,DEWA,DEWA-058,58,515407,4567510,2014,2,Herbaceous,1,0.583333333,0.858333333,5,0.416666667,3
ERMN,DEWA,DEWA-058,58,515407,4567510,2014,2,Shrub,1,0.166666667,0.133333333,2,0.166666667,6
ERMN,DEWA,DEWA-058,58,515407,4567510,2014,2,Tree,1,0,0,0,0,1
ERMN,DEWA,DEWA-058,58,515407,4567510,2018,3,Graminoid,1,0.416666667,0.275,5,0.416666667,1
ERMN,DEWA,DEWA-058,58,515407,4567510,2018,3,Herbaceous,1,0.416666667,1.058333333,4,0.333333333,2
ERMN,DEWA,DEWA-058,58,515407,4567510,2018,3,Shrub,1,0.166666667,0.416666667,2,0.166666667,5
ERMN,DEWA,DEWA-058,58,515407,4567510,2018,3,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-063,63,513581,4566738,2009,1,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-063,63,513581,4566738,2009,1,Herbaceous,0,0,0,0,0,0
ERMN,DEWA,DEWA-063,63,513581,4566738,2009,1,Shrub,1,0.166666667,0.016666667,2,0.166666667,1
ERMN,DEWA,DEWA-063,63,513581,4566738,2009,1,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-063,63,513581,4566738,2013,2,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-063,63,513581,4566738,2013,2,Herbaceous,1,0,0,0,0,1
ERMN,DEWA,DEWA-063,63,513581,4566738,2013,2,Shrub,1,0.166666667,3.416666667,2,0.166666667,2
ERMN,DEWA,DEWA-063,63,513581,4566738,2013,2,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-063,63,513581,4566738,2017,3,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-063,63,513581,4566738,2017,3,Herbaceous,1,0,0,0,0,2
ERMN,DEWA,DEWA-063,63,513581,4566738,2017,3,Shrub,1,0.166666667,1.75,2,0.166666667,1
ERMN,DEWA,DEWA-063,63,513581,4566738,2017,3,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-074,74,511306,4565232,2010,1,Graminoid,1,0.083333333,0.008333333,1,0.083333333,1
ERMN,DEWA,DEWA-074,74,511306,4565232,2010,1,Herbaceous,1,1.166666667,10.56666667,12,1,2
ERMN,DEWA,DEWA-074,74,511306,4565232,2010,1,Shrub,1,1,16.41666667,9,0.75,4
ERMN,DEWA,DEWA-074,74,511306,4565232,2010,1,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-074,74,511306,4565232,2014,2,Graminoid,0,0,0,0,0,0
ERMN,DEWA,DEWA-074,74,511306,4565232,2014,2,Herbaceous,1,1.166666667,13.70833333,10,0.833333333,4
ERMN,DEWA,DEWA-074,74,511306,4565232,2014,2,Shrub,1,0.916666667,26.58333333,9,0.75,4
ERMN,DEWA,DEWA-074,74,511306,4565232,2014,2,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-074,74,511306,4565232,2018,3,Graminoid,1,0.083333333,0.291666667,1,0.083333333,1
ERMN,DEWA,DEWA-074,74,511306,4565232,2018,3,Herbaceous,1,1.5,5.883333333,10,0.833333333,5
ERMN,DEWA,DEWA-074,74,511306,4565232,2018,3,Shrub,1,0.833333333,36.96666667,9,0.75,4
ERMN,DEWA,DEWA-074,74,511306,4565232,2018,3,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-077,77,514301,4565231,2009,1,Graminoid,1,0,0,0,0,1
ERMN,DEWA,DEWA-077,77,514301,4565231,2009,1,Herbaceous,1,1.833333333,28.45,12,1,3
ERMN,DEWA,DEWA-077,77,514301,4565231,2009,1,Shrub,1,1.416666667,2.341666667,9,0.75,4
ERMN,DEWA,DEWA-077,77,514301,4565231,2009,1,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-077,77,514301,4565231,2013,2,Graminoid,1,0.5,8.933333333,6,0.5,1
ERMN,DEWA,DEWA-077,77,514301,4565231,2013,2,Herbaceous,1,2,8.7,12,1,4
ERMN,DEWA,DEWA-077,77,514301,4565231,2013,2,Shrub,1,1.25,9.441666667,8,0.666666667,6
ERMN,DEWA,DEWA-077,77,514301,4565231,2013,2,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-077,77,514301,4565231,2017,3,Graminoid,1,0.833333333,9.333333333,10,0.833333333,1
ERMN,DEWA,DEWA-077,77,514301,4565231,2017,3,Herbaceous,1,1.333333333,4.3,12,1,3
ERMN,DEWA,DEWA-077,77,514301,4565231,2017,3,Shrub,1,1.5,11.6,10,0.833333333,5
ERMN,DEWA,DEWA-077,77,514301,4565231,2017,3,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-084,84,513180,4564498,2011,2,Graminoid,1,0.416666667,7.291666667,4,0.333333333,2
ERMN,DEWA,DEWA-084,84,513180,4564498,2011,2,Herbaceous,1,0.75,3.391666667,9,0.75,1
ERMN,DEWA,DEWA-084,84,513180,4564498,2011,2,Shrub,1,1.166666667,28.375,9,0.75,4
ERMN,DEWA,DEWA-084,84,513180,4564498,2011,2,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-084,84,513180,4564498,2015,3,Graminoid,1,0.916666667,9.875,8,0.666666667,2
ERMN,DEWA,DEWA-084,84,513180,4564498,2015,3,Herbaceous,1,0.916666667,1.841666667,8,0.666666667,4
ERMN,DEWA,DEWA-084,84,513180,4564498,2015,3,Shrub,1,1.75,30.35,11,0.916666667,5
ERMN,DEWA,DEWA-084,84,513180,4564498,2015,3,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-087,87,510536,4563738,2009,1,Graminoid,1,0.75,8.891666667,9,0.75,2
ERMN,DEWA,DEWA-087,87,510536,4563738,2009,1,Herbaceous,1,0.5,1.016666667,6,0.5,1
ERMN,DEWA,DEWA-087,87,510536,4563738,2009,1,Shrub,1,0.583333333,21.33333333,7,0.583333333,5
ERMN,DEWA,DEWA-087,87,510536,4563738,2009,1,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-087,87,510536,4563738,2013,2,Graminoid,1,0.5,5.533333333,6,0.5,1
ERMN,DEWA,DEWA-087,87,510536,4563738,2013,2,Herbaceous,1,0.583333333,0.575,6,0.5,2
ERMN,DEWA,DEWA-087,87,510536,4563738,2013,2,Shrub,1,0.666666667,14.55,8,0.666666667,3
ERMN,DEWA,DEWA-087,87,510536,4563738,2013,2,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-087,87,510536,4563738,2017,3,Graminoid,1,0.166666667,7.091666667,2,0.166666667,1
ERMN,DEWA,DEWA-087,87,510536,4563738,2017,3,Herbaceous,1,0.333333333,0.316666667,4,0.333333333,2
ERMN,DEWA,DEWA-087,87,510536,4563738,2017,3,Shrub,1,0.75,23.96666667,7,0.583333333,4
ERMN,DEWA,DEWA-087,87,510536,4563738,2017,3,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-092,92,510180,4562985,2011,2,Graminoid,1,0.166666667,0.016666667,2,0.166666667,2
ERMN,DEWA,DEWA-092,92,510180,4562985,2011,2,Herbaceous,1,0.083333333,0.291666667,1,0.083333333,1
ERMN,DEWA,DEWA-092,92,510180,4562985,2011,2,Shrub,1,0.333333333,2.383333333,2,0.166666667,4
ERMN,DEWA,DEWA-092,92,510180,4562985,2011,2,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-092,92,510180,4562985,2015,3,Graminoid,1,0.083333333,0.008333333,1,0.083333333,1
ERMN,DEWA,DEWA-092,92,510180,4562985,2015,3,Herbaceous,1,0.25,0.141666667,3,0.25,2
ERMN,DEWA,DEWA-092,92,510180,4562985,2015,3,Shrub,1,0.5,1.783333333,4,0.333333333,4
ERMN,DEWA,DEWA-092,92,510180,4562985,2015,3,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-096,96,513177,4562990,2011,2,Graminoid,1,0.25,0.025,3,0.25,1
ERMN,DEWA,DEWA-096,96,513177,4562990,2011,2,Herbaceous,1,0.666666667,3.416666667,7,0.583333333,2
ERMN,DEWA,DEWA-096,96,513177,4562990,2011,2,Shrub,1,1,61.875,10,0.833333333,6
ERMN,DEWA,DEWA-096,96,513177,4562990,2011,2,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-096,96,513177,4562990,2015,3,Graminoid,1,0.25,0.308333333,3,0.25,1
ERMN,DEWA,DEWA-096,96,513177,4562990,2015,3,Herbaceous,1,1.333333333,13.71666667,12,1,3
ERMN,DEWA,DEWA-096,96,513177,4562990,2015,3,Shrub,1,1.333333333,62.93333333,12,1,4
ERMN,DEWA,DEWA-096,96,513177,4562990,2015,3,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-101,101,508677,4561486,2011,2,Graminoid,1,0.166666667,0.016666667,2,0.166666667,2
ERMN,DEWA,DEWA-101,101,508677,4561486,2011,2,Herbaceous,1,0.083333333,0.008333333,1,0.083333333,1
ERMN,DEWA,DEWA-101,101,508677,4561486,2011,2,Shrub,1,0.083333333,1.458333333,1,0.083333333,3
ERMN,DEWA,DEWA-101,101,508677,4561486,2011,2,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-101,101,508677,4561486,2015,3,Graminoid,1,0.416666667,0.325,5,0.416666667,1
ERMN,DEWA,DEWA-101,101,508677,4561486,2015,3,Herbaceous,1,0.333333333,1.5,4,0.333333333,2
ERMN,DEWA,DEWA-101,101,508677,4561486,2015,3,Shrub,1,0.333333333,5.516666667,2,0.166666667,5
ERMN,DEWA,DEWA-101,101,508677,4561486,2015,3,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-111,111,509414,4559983,2010,1,Graminoid,1,0.083333333,0.291666667,1,0.083333333,2
ERMN,DEWA,DEWA-111,111,509414,4559983,2010,1,Herbaceous,1,0.5,0.333333333,5,0.416666667,3
ERMN,DEWA,DEWA-111,111,509414,4559983,2010,1,Shrub,1,0.333333333,3.766666667,4,0.333333333,4
ERMN,DEWA,DEWA-111,111,509414,4559983,2010,1,Tree,0,0,0,0,0,0
ERMN,DEWA,DEWA-111,111,509414,4559983,2014,2,Graminoid,1,0.083333333,0.008333333,1,0.083333333,1
ERMN,DEWA,DEWA-111,111,509414,4559983,2014,2,Herbaceous,1,0.25,1.475,3,0.25,3
ERMN,DEWA,DEWA-111,111,509414,4559983,2014,2,Shrub,1,0.416666667,4.175,5,0.416666667,4
ERMN,DEWA,DEWA-111,111,509414,4559983,2014,2,Tree,1,0,0,0,0,1
ERMN,DEWA,DEWA-111,111,509414,4559983,2018,3,Graminoid,1,0.083333333,0.291666667,1,0.083333333,1
ERMN,DEWA,DEWA-111,111,509414,4559983,2018,3,Herbaceous,1,0.5,3.733333333,6,0.5,3
